1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
1594, taiga, minecraft:snowy_taiga_hills, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
1595, taiga, minecraft:snowy_taiga_hills, MONSTER, geode:redstonegeode, 30, 1, 1
1596, taiga, minecraft:snowy_taiga_hills, MONSTER, geode:quartzgeode, 45, 1, 1
1597, taiga, minecraft:snowy_taiga_hills, MONSTER, geode:lapisgeode, 35, 1, 1
1598, taiga, minecraft:snowy_taiga_hills, MONSTER, geode:irongeode, 40, 1, 1
1599, taiga, minecraft:snowy_taiga_hills, MONSTER, geode:goldgeode, 35, 1, 1
1600, taiga, minecraft:snowy_taiga_hills, MONSTER, geode:glowstonegeode, 45, 1, 1
1601, taiga, minecraft:snowy_taiga_hills, MONSTER, geode:emeraldgeode, 45, 1, 1
1602, taiga, minecraft:snowy_taiga_hills, MONSTER, geode:diamondgeode, 25, 1, 1
1603, taiga, minecraft:snowy_taiga_hills, MONSTER, geode:coalgeode, 50, 1, 1
1604, taiga, minecraft:snowy_taiga_hills, MONSTER, mowziesmobs:grottol, 10, 1, 1
1605, taiga, minecraft:snowy_taiga_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1606, taiga, minecraft:snowy_taiga_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1607, taiga, minecraft:snowy_taiga_hills, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
1608, taiga, minecraft:snowy_taiga_hills, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
1609, taiga, minecraft:snowy_taiga_hills, MONSTER, ars_nouveau:wilden_guardian, 40, 1, 1
1610, taiga, minecraft:snowy_taiga_hills, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1611, taiga, minecraft:snowy_taiga_hills, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
1612, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:sheep, 12, 4, 4
1613, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:pig, 10, 4, 4
1614, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:chicken, 10, 4, 4
1615, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:cow, 10, 4, 4
1616, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:wolf, 10, 4, 4
1617, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:rabbit, 10, 2, 3
1618, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:fox, 10, 2, 4
1619, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1620, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:moose, 10, 3, 4
1621, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
1622, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:crow, 10, 3, 5
1623, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1624, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:moose, 10, 3, 4
1625, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
1626, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:crow, 10, 3, 5
1627, taiga, minecraft:snowy_taiga_hills, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1628, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
1629, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:goat, 10, 1, 4
1630, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
1631, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
1632, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:songbird, 11, 1, 4
1633, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:badger, 10, 1, 2
1634, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
1635, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
1636, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:deer, 16, 1, 4
1637, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
1638, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
1639, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:boar, 10, 1, 4
1640, taiga, minecraft:snowy_taiga_hills, AMBIENT, minecraft:bat, 10, 8, 8
1641, taiga, minecraft:snowy_taiga_hills, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
1642, taiga, minecraft:snowy_taiga_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
1643, taiga, minecraft:snowy_taiga_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1644, taiga, minecraft:snowy_taiga_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
1645, taiga, minecraft:snowy_taiga_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1646, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:spider, 80, 4, 4
1647, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1648, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
1649, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1650, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:creeper, 80, 4, 4
1651, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:slime, 80, 4, 4
1652, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:enderman, 5, 1, 4
1653, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:witch, 5, 1, 1
1654, taiga, minecraft:giant_tree_taiga, MONSTER, dungeons_mobs:wraith, 10, 1, 1
1655, taiga, minecraft:giant_tree_taiga, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
1656, taiga, minecraft:giant_tree_taiga, MONSTER, geode:redstonegeode, 30, 1, 1
1657, taiga, minecraft:giant_tree_taiga, MONSTER, geode:quartzgeode, 45, 1, 1
1658, taiga, minecraft:giant_tree_taiga, MONSTER, geode:lapisgeode, 35, 1, 1
1659, taiga, minecraft:giant_tree_taiga, MONSTER, geode:irongeode, 40, 1, 1
1660, taiga, minecraft:giant_tree_taiga, MONSTER, geode:goldgeode, 35, 1, 1
1661, taiga, minecraft:giant_tree_taiga, MONSTER, geode:glowstonegeode, 45, 1, 1
1662, taiga, minecraft:giant_tree_taiga, MONSTER, geode:emeraldgeode, 45, 1, 1
1663, taiga, minecraft:giant_tree_taiga, MONSTER, geode:diamondgeode, 25, 1, 1
1664, taiga, minecraft:giant_tree_taiga, MONSTER, geode:coalgeode, 50, 1, 1
1665, taiga, minecraft:giant_tree_taiga, MONSTER, mowziesmobs:grottol, 10, 1, 1
1666, taiga, minecraft:giant_tree_taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1667, taiga, minecraft:giant_tree_taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1668, taiga, minecraft:giant_tree_taiga, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
1669, taiga, minecraft:giant_tree_taiga, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
1670, taiga, minecraft:giant_tree_taiga, MONSTER, ars_nouveau:wilden_guardian, 40, 1, 1
1671, taiga, minecraft:giant_tree_taiga, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1672, taiga, minecraft:giant_tree_taiga, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
1673, taiga, minecraft:giant_tree_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1674, taiga, minecraft:giant_tree_taiga, CREATURE, minecraft:pig, 10, 4, 4
1675, taiga, minecraft:giant_tree_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1676, taiga, minecraft:giant_tree_taiga, CREATURE, minecraft:cow, 10, 4, 4
1677, taiga, minecraft:giant_tree_taiga, CREATURE, minecraft:wolf, 10, 4, 4
1678, taiga, minecraft:giant_tree_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
1679, taiga, minecraft:giant_tree_taiga, CREATURE, minecraft:fox, 10, 2, 4
1680, taiga, minecraft:giant_tree_taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1681, taiga, minecraft:giant_tree_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
1682, taiga, minecraft:giant_tree_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
1683, taiga, minecraft:giant_tree_taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1684, taiga, minecraft:giant_tree_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
1685, taiga, minecraft:giant_tree_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
1686, taiga, minecraft:giant_tree_taiga, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1687, taiga, minecraft:giant_tree_taiga, CREATURE, betteranimalsplus:goat, 10, 1, 4
1688, taiga, minecraft:giant_tree_taiga, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
1689, taiga, minecraft:giant_tree_taiga, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
1690, taiga, minecraft:giant_tree_taiga, CREATURE, betteranimalsplus:songbird, 11, 1, 4
1691, taiga, minecraft:giant_tree_taiga, CREATURE, betteranimalsplus:badger, 10, 1, 2
1692, taiga, minecraft:giant_tree_taiga, CREATURE, betteranimalsplus:turkey, 11, 1, 3
1693, taiga, minecraft:giant_tree_taiga, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
1694, taiga, minecraft:giant_tree_taiga, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
1695, taiga, minecraft:giant_tree_taiga, CREATURE, betteranimalsplus:deer, 16, 1, 4
1696, taiga, minecraft:giant_tree_taiga, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
1697, taiga, minecraft:giant_tree_taiga, CREATURE, betteranimalsplus:boar, 10, 1, 4
1698, taiga, minecraft:giant_tree_taiga, CREATURE, betteranimalsplus:moose, 10, 1, 1
1699, taiga, minecraft:giant_tree_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1700, taiga, minecraft:giant_tree_taiga, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
1701, taiga, minecraft:giant_tree_taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
1702, taiga, minecraft:giant_tree_taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1703, taiga, minecraft:giant_tree_taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
1704, taiga, minecraft:giant_tree_taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1705, taiga, minecraft:giant_tree_taiga_hills, MONSTER, minecraft:spider, 80, 4, 4
1706, taiga, minecraft:giant_tree_taiga_hills, MONSTER, minecraft:zombie, 80, 4, 4
1707, taiga, minecraft:giant_tree_taiga_hills, MONSTER, minecraft:zombie_villager, 25, 1, 1
1708, taiga, minecraft:giant_tree_taiga_hills, MONSTER, minecraft:skeleton, 80, 4, 4
1709, taiga, minecraft:giant_tree_taiga_hills, MONSTER, minecraft:creeper, 80, 4, 4
1710, taiga, minecraft:giant_tree_taiga_hills, MONSTER, minecraft:slime, 80, 4, 4
1711, taiga, minecraft:giant_tree_taiga_hills, MONSTER, minecraft:enderman, 5, 1, 4
1712, taiga, minecraft:giant_tree_taiga_hills, MONSTER, minecraft:witch, 5, 1, 1
1713, taiga, minecraft:giant_tree_taiga_hills, MONSTER, dungeons_mobs:wraith, 10, 1, 1
1714, taiga, minecraft:giant_tree_taiga_hills, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
1715, taiga, minecraft:giant_tree_taiga_hills, MONSTER, geode:redstonegeode, 30, 1, 1
1716, taiga, minecraft:giant_tree_taiga_hills, MONSTER, geode:quartzgeode, 45, 1, 1
1717, taiga, minecraft:giant_tree_taiga_hills, MONSTER, geode:lapisgeode, 35, 1, 1
1718, taiga, minecraft:giant_tree_taiga_hills, MONSTER, geode:irongeode, 40, 1, 1
1719, taiga, minecraft:giant_tree_taiga_hills, MONSTER, geode:goldgeode, 35, 1, 1
1720, taiga, minecraft:giant_tree_taiga_hills, MONSTER, geode:glowstonegeode, 45, 1, 1
1721, taiga, minecraft:giant_tree_taiga_hills, MONSTER, geode:emeraldgeode, 45, 1, 1
1722, taiga, minecraft:giant_tree_taiga_hills, MONSTER, geode:diamondgeode, 25, 1, 1
1723, taiga, minecraft:giant_tree_taiga_hills, MONSTER, geode:coalgeode, 50, 1, 1
1724, taiga, minecraft:giant_tree_taiga_hills, MONSTER, mowziesmobs:grottol, 10, 1, 1
1725, taiga, minecraft:giant_tree_taiga_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1726, taiga, minecraft:giant_tree_taiga_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1727, taiga, minecraft:giant_tree_taiga_hills, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
1728, taiga, minecraft:giant_tree_taiga_hills, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
1729, taiga, minecraft:giant_tree_taiga_hills, MONSTER, ars_nouveau:wilden_guardian, 40, 1, 1
1730, taiga, minecraft:giant_tree_taiga_hills, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1731, taiga, minecraft:giant_tree_taiga_hills, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
1732, taiga, minecraft:giant_tree_taiga_hills, CREATURE, minecraft:sheep, 12, 4, 4
1733, taiga, minecraft:giant_tree_taiga_hills, CREATURE, minecraft:pig, 10, 4, 4
1734, taiga, minecraft:giant_tree_taiga_hills, CREATURE, minecraft:chicken, 10, 4, 4
1735, taiga, minecraft:giant_tree_taiga_hills, CREATURE, minecraft:cow, 10, 4, 4
1736, taiga, minecraft:giant_tree_taiga_hills, CREATURE, minecraft:wolf, 10, 4, 4
1737, taiga, minecraft:giant_tree_taiga_hills, CREATURE, minecraft:rabbit, 10, 2, 3
1738, taiga, minecraft:giant_tree_taiga_hills, CREATURE, minecraft:fox, 10, 2, 4
1739, taiga, minecraft:giant_tree_taiga_hills, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1740, taiga, minecraft:giant_tree_taiga_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
1741, taiga, minecraft:giant_tree_taiga_hills, CREATURE, alexsmobs:crow, 10, 3, 5
1742, taiga, minecraft:giant_tree_taiga_hills, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1743, taiga, minecraft:giant_tree_taiga_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
1744, taiga, minecraft:giant_tree_taiga_hills, CREATURE, alexsmobs:crow, 10, 3, 5
1745, taiga, minecraft:giant_tree_taiga_hills, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1746, taiga, minecraft:giant_tree_taiga_hills, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
1747, taiga, minecraft:giant_tree_taiga_hills, CREATURE, betteranimalsplus:goat, 10, 1, 4
1748, taiga, minecraft:giant_tree_taiga_hills, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
1749, taiga, minecraft:giant_tree_taiga_hills, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
1750, taiga, minecraft:giant_tree_taiga_hills, CREATURE, betteranimalsplus:songbird, 11, 1, 4
1751, taiga, minecraft:giant_tree_taiga_hills, CREATURE, betteranimalsplus:badger, 10, 1, 2
1752, taiga, minecraft:giant_tree_taiga_hills, CREATURE, betteranimalsplus:turkey, 11, 1, 3
1753, taiga, minecraft:giant_tree_taiga_hills, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
1754, taiga, minecraft:giant_tree_taiga_hills, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
1755, taiga, minecraft:giant_tree_taiga_hills, CREATURE, betteranimalsplus:deer, 16, 1, 4
1756, taiga, minecraft:giant_tree_taiga_hills, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
1757, taiga, minecraft:giant_tree_taiga_hills, CREATURE, betteranimalsplus:boar, 10, 1, 4
1758, taiga, minecraft:giant_tree_taiga_hills, CREATURE, betteranimalsplus:moose, 10, 1, 1
1759, taiga, minecraft:giant_tree_taiga_hills, AMBIENT, minecraft:bat, 10, 8, 8
1760, taiga, minecraft:giant_tree_taiga_hills, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
1761, taiga, minecraft:giant_tree_taiga_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
1762, taiga, minecraft:giant_tree_taiga_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1763, taiga, minecraft:giant_tree_taiga_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
1764, taiga, minecraft:giant_tree_taiga_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1765, extreme_hills, minecraft:wooded_mountains, MONSTER, minecraft:spider, 80, 4, 4
1766, extreme_hills, minecraft:wooded_mountains, MONSTER, minecraft:zombie, 80, 4, 4
1767, extreme_hills, minecraft:wooded_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
1768, extreme_hills, minecraft:wooded_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
1769, extreme_hills, minecraft:wooded_mountains, MONSTER, minecraft:creeper, 80, 4, 4
1770, extreme_hills, minecraft:wooded_mountains, MONSTER, minecraft:slime, 80, 4, 4
1771, extreme_hills, minecraft:wooded_mountains, MONSTER, minecraft:enderman, 5, 1, 4
1772, extreme_hills, minecraft:wooded_mountains, MONSTER, minecraft:witch, 5, 1, 1
1773, extreme_hills, minecraft:wooded_mountains, MONSTER, thermal:basalz, 10, 1, 3
1774, extreme_hills, minecraft:wooded_mountains, MONSTER, dungeons_mobs:wraith, 10, 1, 1
1775, extreme_hills, minecraft:wooded_mountains, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
1776, extreme_hills, minecraft:wooded_mountains, MONSTER, geode:redstonegeode, 30, 1, 1
1777, extreme_hills, minecraft:wooded_mountains, MONSTER, geode:quartzgeode, 45, 1, 1
1778, extreme_hills, minecraft:wooded_mountains, MONSTER, geode:lapisgeode, 35, 1, 1
1779, extreme_hills, minecraft:wooded_mountains, MONSTER, geode:irongeode, 40, 1, 1
1780, extreme_hills, minecraft:wooded_mountains, MONSTER, geode:goldgeode, 35, 1, 1
1781, extreme_hills, minecraft:wooded_mountains, MONSTER, geode:glowstonegeode, 45, 1, 1
1782, extreme_hills, minecraft:wooded_mountains, MONSTER, geode:emeraldgeode, 45, 1, 1
1783, extreme_hills, minecraft:wooded_mountains, MONSTER, geode:diamondgeode, 25, 1, 1
1784, extreme_hills, minecraft:wooded_mountains, MONSTER, geode:coalgeode, 50, 1, 1
1785, extreme_hills, minecraft:wooded_mountains, MONSTER, mowziesmobs:grottol, 10, 1, 1
1786, extreme_hills, minecraft:wooded_mountains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1787, extreme_hills, minecraft:wooded_mountains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1788, extreme_hills, minecraft:wooded_mountains, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
1789, extreme_hills, minecraft:wooded_mountains, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
1790, extreme_hills, minecraft:wooded_mountains, MONSTER, ars_nouveau:wilden_guardian, 40, 1, 1
1791, extreme_hills, minecraft:wooded_mountains, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1792, extreme_hills, minecraft:wooded_mountains, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
1793, extreme_hills, minecraft:wooded_mountains, CREATURE, minecraft:sheep, 12, 4, 4
1794, extreme_hills, minecraft:wooded_mountains, CREATURE, minecraft:pig, 10, 4, 4
1795, extreme_hills, minecraft:wooded_mountains, CREATURE, minecraft:chicken, 10, 4, 4
1796, extreme_hills, minecraft:wooded_mountains, CREATURE, minecraft:cow, 10, 4, 4
1797, extreme_hills, minecraft:wooded_mountains, CREATURE, minecraft:llama, 10, 4, 6
1798, extreme_hills, minecraft:wooded_mountains, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1799, extreme_hills, minecraft:wooded_mountains, CREATURE, alexsmobs:sunbird, 10, 1, 1
1800, extreme_hills, minecraft:wooded_mountains, CREATURE, alexsmobs:raccoon, 10, 2, 4
1801, extreme_hills, minecraft:wooded_mountains, CREATURE, alexsmobs:crow, 10, 3, 5
1802, extreme_hills, minecraft:wooded_mountains, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1803, extreme_hills, minecraft:wooded_mountains, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
1804, extreme_hills, minecraft:wooded_mountains, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1805, extreme_hills, minecraft:wooded_mountains, CREATURE, alexsmobs:sunbird, 10, 1, 1
1806, extreme_hills, minecraft:wooded_mountains, CREATURE, alexsmobs:raccoon, 10, 2, 4
1807, extreme_hills, minecraft:wooded_mountains, CREATURE, alexsmobs:crow, 10, 3, 5
1808, extreme_hills, minecraft:wooded_mountains, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1809, extreme_hills, minecraft:wooded_mountains, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
1810, extreme_hills, minecraft:wooded_mountains, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
1811, extreme_hills, minecraft:wooded_mountains, CREATURE, ars_nouveau:sylph, 10, 1, 1
1812, extreme_hills, minecraft:wooded_mountains, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1813, extreme_hills, minecraft:wooded_mountains, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
1814, extreme_hills, minecraft:wooded_mountains, CREATURE, betteranimalsplus:goat, 10, 1, 4
1815, extreme_hills, minecraft:wooded_mountains, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
1816, extreme_hills, minecraft:wooded_mountains, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
1817, extreme_hills, minecraft:wooded_mountains, CREATURE, betteranimalsplus:songbird, 11, 1, 4
1818, extreme_hills, minecraft:wooded_mountains, CREATURE, betteranimalsplus:badger, 10, 1, 2
1819, extreme_hills, minecraft:wooded_mountains, CREATURE, betteranimalsplus:turkey, 11, 1, 3
1820, extreme_hills, minecraft:wooded_mountains, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
1821, extreme_hills, minecraft:wooded_mountains, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
1822, extreme_hills, minecraft:wooded_mountains, CREATURE, betteranimalsplus:deer, 16, 1, 4
1823, extreme_hills, minecraft:wooded_mountains, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
1824, extreme_hills, minecraft:wooded_mountains, CREATURE, betteranimalsplus:boar, 10, 1, 4
1825, extreme_hills, minecraft:wooded_mountains, AMBIENT, minecraft:bat, 10, 8, 8
1826, extreme_hills, minecraft:wooded_mountains, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
1827, extreme_hills, minecraft:wooded_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
1828, extreme_hills, minecraft:wooded_mountains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1829, extreme_hills, minecraft:wooded_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
1830, extreme_hills, minecraft:wooded_mountains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1831, extreme_hills, minecraft:wooded_mountains, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
1832, savanna, minecraft:savanna, MONSTER, minecraft:spider, 80, 4, 4
1833, savanna, minecraft:savanna, MONSTER, minecraft:zombie, 80, 4, 4
1834, savanna, minecraft:savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
1835, savanna, minecraft:savanna, MONSTER, minecraft:skeleton, 80, 4, 4
1836, savanna, minecraft:savanna, MONSTER, minecraft:creeper, 80, 4, 4
1837, savanna, minecraft:savanna, MONSTER, minecraft:slime, 80, 4, 4
